date,close,open,high,low
01.04.2020,"74,3813","78,4426","79,3351","72,6449"
01.03.2020,"78,4426","66,8806","81,6654","65,3718"
01.02.2020,"66,8806","63,9203","67,6273","62,5671"
01.01.2020,"63,9203","61,9863","63,9415","60,8865"
01.12.2019,"61,9863","64,3195","64,4819","61,5403"
01.11.2019,"64,3195","64,1328","64,4618","63,1815"
01.10.2019,"64,1328","64,8569","65,5577","63,5624"
01.09.2019,"64,8569","66,7657","67,1229","63,6178"
01.08.2019,"66,7657","63,6284","67,0210","63,6250"
01.07.2019,"63,6284","63,2305","63,9788","62,5653"
01.06.2019,"63,2305","65,4306","65,5915","62,4997"
01.05.2019,"65,4306","64,6373","65,5983","64,1530"
01.04.2019,"64,6373","65,6340","65,8261","63,6600"
01.03.2019,"65,6340","65,9151","66,3013","63,6471"
01.02.2019,"65,9151","65,4103","67,1574","65,1670"
01.01.2019,"65,4103","69,8319","69,8326","65,1713"
01.12.2018,"69,8319","66,9510","69,9427","66,0028"
01.11.2018,"66,9510","65,8789","68,2775","65,4319"
01.10.2018,"65,8789","65,5503","67,0725","64,8565"
01.09.2018,"65,5503","67,5458","70,5897","65,2283"
01.08.2018,"67,5458","62,5078","69,0010","62,4910"
01.07.2018,"62,5078","62,7338","63,7818","61,6538"
01.06.2018,"62,7338","62,4030","64,1873","61,7060"
01.05.2018,"62,4030","62,9408","64,1935","60,9633"
01.04.2018,"62,9408","57,1444","65,0144","57,1444"
01.03.2018,"57,1444","56,3291","58,0234","56,2690"
01.02.2018,"56,3291","56,2075","58,7583","55,5655"
01.01.2018,"56,2075","57,6114","57,6114","55,5973"
01.12.2017,"57,6114","58,4380","59,3811","57,3927"
01.11.2017,"58,4380","58,3289","60,4124","58,0118"
01.10.2017,"58,3289","57,4898","58,7458","56,9956"
01.09.2017,"57,4898","58,0060","58,5741","56,7935"
01.08.2017,"58,0060","59,7719","60,8357","57,9844"
01.07.2017,"59,7719","58,9401","60,9884","58,7825"
01.06.2017,"58,9401","56,5617","60,4192","56,1125"
01.05.2017,"56,5617","56,9311","58,8033","56,0007"
01.04.2017,"56,9311","56,2665","57,5506","55,7253"
01.03.2017,"56,2665","58,3058","59,6053","55,8808"
01.02.2017,"58,3058","60,1589","60,3979","56,5701"
01.01.2017,"60,1589","61,2730","61,2865","58,9786"
01.12.2016,"61,2730","64,1420","64,3440","60,1189"
01.11.2016,"64,1420","63,3823","66,4812","62,9151"
01.10.2016,"63,3823","62,8343","63,4921","61,8510"
01.09.2016,"62,8343","65,3317","65,9735","62,6585"
01.08.2016,"65,3317","66,0429","67,0185","63,4193"
01.07.2016,"66,0429","63,9731","67,1548","62,7597"
01.06.2016,"63,9731","66,6968","67,6776","63,4277"
01.05.2016,"66,6968","64,6542","67,3038","64,4075"
01.04.2016,"64,6542","67,0288","69,4728","64,0046"
01.03.2016,"67,0288","75,1682","75,1682","66,7170"
01.02.2016,"75,1682","75,4644","80,6000","74,5206"
01.01.2016,"75,4644","73,5963","85,7520","72,6455"
01.12.2015,"73,5963","66,4888","73,6222","66,0833"
01.11.2015,"66,4888","63,9454","66,9866","62,3561"
01.10.2015,"63,9454","65,4532","66,6476","60,8451"
01.09.2015,"65,4532","64,2768","69,2889","64,2768"
01.08.2015,"64,2768","61,7417","71,6014","61,7417"
01.07.2015,"61,7417","55,2806","61,7507","55,2704"
01.06.2015,"55,2806","52,3212","56,3661","53,0322"
01.05.2015,"52,3212","51,6513","52,1965","50,3630"
01.04.2015,"51,6513","58,1993","58,4863","49,4550"
01.03.2015,"58,1993","61,6207","63,0344","56,2019"
01.02.2015,"61,6207","68,8629","70,4525","59,8819"
01.01.2015,"68,8629","55,9077","71,7575","55,9077"
01.12.2014,"55,9077","50,4085","80,0000","50,4085"
01.11.2014,"50,4085","43,0340","50,4085","43,0340"
01.10.2014,"43,0340","39,5727","43,6382","39,3822"
01.09.2014,"39,5727","37,0749","39,7205","36,6736"
01.08.2014,"37,0749","35,7590","37,0825","35,6201"
01.07.2014,"35,6848","34,4770","35,9046","33,7906"
01.06.2014,"33,9880","34,9100","35,2520","33,5400"
01.05.2014,"34,9200","35,6330","35,9070","34,0000"
01.04.2014,"35,6340","35,0320","36,3530","34,9240"
01.03.2014,"35,0470","36,6410","36,7320","35,0320"
01.02.2014,"36,0500","35,1550","36,2670","34,5300"
01.01.2014,"35,1760","32,8500","35,4530","32,8400"
01.12.2013,"32,8950","33,1360","33,2900","32,4670"
01.11.2013,"33,1490","32,1000","33,2420","32,0680"
01.10.2013,"32,0830","32,3750","32,4720","31,6160"
01.09.2013,"32,3930","33,2730","33,5400","31,5100"
01.08.2013,"33,2680","32,9200","33,3250","32,7500"
01.07.2013,"32,9600","32,8580","33,3730","32,2100"
01.06.2013,"32,8350","31,9180","33,0720","31,4910"
01.05.2013,"31,9220","31,1230","32,0220","30,9600"
01.04.2013,"31,1280","31,0470","31,9100","30,7700"
01.03.2013,"31,0780","30,6600","31,1400","30,5700"
01.02.2013,"30,6500","30,0250","30,6920","29,8300"
01.01.2013,"30,0300","30,5530","30,5800","29,9600"
